Battle,Date,Name,Battle URI,Lattitude,Longitude,Filename,Heading for main subject,Description,Related organization/service branch,Reference URL,Start Date,End Date
Battle of Château-Thierry,18 July 1918,DeWitt Talmage Petty,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f486,"Petty, DeWitt Talmage","File documenting the participation of DeWitt Talmage Petty in World War I. Petty enlisted on August 27, 1917. Petty was stationed at Fort Sheridan, Illinois, before he was sent overseas on January 8, 1918, with the 38th Infantry. He participated in the battle of Chateau-Thierry and the Second Battle of the Marne. He was hospitalized in Paris for a gunshot wound from July 16, 1918, to October 30, 1918. In March 1919, he began teaching at the American Expeditionary University in Beaune, France, until his discharge on July 29, 1919. File includes a survey, letters, newspaper clippings, and his wedding announcement.","United States. Army; United States. Army. Infantry Regiment, 38th (1917-1957); American Expeditionary Forces University (Beaune, France)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6138,1918-07-18,1918-07-18
Battle of Château-Thierry,18 July 1918,Donald Dooley Whitcomb,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b4_f652,"Whitcomb, Walter Dooley","File documenting the participation of Donald Dooley Whitcomb in World War I. Whitcomb enlisted on May 23, 1917, and was first stationed in El Paso, Texas, with the 2nd Engineers. He was sent overseas on September 10, 1917, and was stationed in Sommedieue, France. He participated in the battles at the Toulon sector, the Aisne-Marne Offensive, in the Marbache sector, St. Mihiel, Chateau-Thierry, in the Champagne sector, and the Meuse-Argonne Offensive. He was hospitalized for influenza on October 29, 1918, in Vichy, France. Whitcomb returned to the States on August 12, 1919, and was discharged on August 15, 1919. File includes a survey, postcard, letters, newspaper clippings, and Whitcomb's marriage announcement.","United States. Army; United States. Army. Engineer Regiment, 2nd",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7987,1918-07-18,1918-07-18
Battle of Château-Thierry,18 July 1918,Elbert Lawrence Perry,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f482,"Perry, Elbert Lawrence","File documenting the participation of Elbert Lawrence Perry in World War I. Perry enlisted on June 1, 1917, in the Marine Corps and trained at Parris Island, South Carolina with the 60th Marines. He transferred to the 84th Marines in Quantico, Virginia, on September 19, 1917. He left for France on October 31, 1917. He spent 60 days in the Verdun Sector, and participated in the battles at Chateau-Thierry, Belleau Woods, and the Second battle of Soissons. He was hospitalized for a gunshot wound on July 19, 1918, at Base Hospital no. 27. He joined the 6th Marines Guard Company at Blois and Brest in France. He returned to the States on January 6, 1919, and was stationed at Quantico, Virginia, with the 14th Marines. On June 9, 1919, he was transferred to Milwaukee, Wisconsin, for recruiting duty. He was transferred to Denver, Colorado, on August 1, 1919, for recruiting. File includes a survey, signature card, photos, a postcard, letters, RSVP card, newspaper clippings, and a booklet documenting the 6th Marine Regiment's involvement in the Battles of Chateau-Thierry and Belleau Woods.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 60th; United States. Marine Corps. Marine Regiment, 84th; United States. Marine Corps. Marine Regiment, 6th; United States. Marine Corps. Marine Regiment, 14th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6019,1918-07-18,1918-07-18
Battle of Château-Thierry,18 July 1918,John B. Shaver,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f552,"Shaver, John B.","File documenting the participation of John B. Shaver in World War I. Shaver enlisted in December 1917. He was sent overseas on March 14, 1918, with the 1st Battalion Ordnance Base Depot. He participated in the battles of Chateau-Thierry, St. Mihiel, and Verdun, and the Meuse-Argonne Offensive. He joined the 3rd Army Machine Gun and Small Arms Center while stationed in Coblenz, Germany, with the Army of Occupation. He also attended the American Expeditionary Forces University in Beaune, France, until he could return in the summer of 1919. Shaver was discharged in July 1919. File includes a survey and newspaper clipping. Description supplemented by information from Fold3.",United States. Army; United States. Army. Ordnance Department,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6521,1918-07-18,1918-07-18
Battle of Château-Thierry,18 July 1918,Roscoe Pulliam,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f497,"Pulliam, Roscoe, 1896-1944","File documenting the participation of Roscoe Pulliam in World War I. Pulliam was drafted on October 7, 1917, and was first stationed at Camp Taylor, Kentucky, with the 333rd Infantry. He was sent overseas on January 13, 1918. He joined the 163rd Infantry and was stationed in St. Aignan, France. On February 28, he transferred to the 168th Infantry. He participated in the battles of Chateau-Thierry, St. Mihiel, and Lorraine, as well as the Meuse-Argonne Offensive. He was hospitalized for gas burns June 14, 1918, to July 16, 1918. He was stationed in France, Germany, Belgium, and Luxembourg until May 13, 1919, when he joined the American Expeditionary Forces University in Beaune, France. Pulliam left for the States on April 18, 1919, and was discharged on May 13, 1919. File includes a survey. Description supplemented by information from Fold3.","United States. Army; United States. Army. Infantry Regiment, 333rd; United States. Army. Infantry Regiment, 163rd; United States. Army. Infantry Regiment, 168th; American Expeditionary Forces University (Beaune, France)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6391,1918-07-18,1918-07-18
Battle of Château-Thierry,18 July 1918,William Asberry Zook,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b4_f685,"Zook, William Asberry","File documenting the participation of William Asberry Zook in World War I. Zook enlisted on May 7, 1917, and was first stationed at the Marine Corps Recruit Depot at Parris Island, South Carolina with the 23rd Company of the 6th Marines. He transferred to Quantico, Virginia, on July 30, 1917, to join the 82nd Company of the 6th Marines. He was sent overseas on October 24, 1917. He was first stationed at Bordeaux, France, then transferred to an unknown town in France on December 24, 1917, then to Nanteuil-sur-Marne, France, on July 14, 1918, and later to Langres, France, on August 16, 1918. He participated in engagements at the Verdun Sector, the Aisne-Marne Defensive, the Battle of Chateau-Thierry, Aisne-Marne Offensive, Marbache Sector, the Battle of St. Mihiel, and the Meuse-Argonne Offensive. After the armistice was signed, he was stationed in Leutesdorf, Germany. Zook returned to the States on August 9, 1919, and was discharged on August 15, 1919.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8627,1918-07-18,1918-07-18
Battle of Le Hamel,4 July 1918,Frank Albert Robinson,http://id.loc.gov/authorities/subjects/sh2001005305,50.27945,3.07423,wwi_service_records_b3_f525,"Robinson, Frank Albert","File documenting the participation of Frank Albert Robinson in World War I. Robinson enlisted on May 8, 1918, and was first stationed at Camp Dix, New Jersey, with the 309th Field Artillery Battalion. He was sent to France on May 28, 1918, and quickly went to the front. He joined his unit band on August 13th, 1918, while stationed at Camp de Meucon in Brittany, France. He participated in battles in the Toul sector, the Battle of St. Mihiel, the Meuse-Argonne Offensive, and the Grandpre attack. On December 1, 1918, he was promoted to corporal of the band and stationed in Verdun, France. Robinson left for the States on April 26, 1919, and was discharged on May 22, 1919. File includes a survey, letters, and flier from his band's performance in El Paso, Texas. Description supplemented by information from Fold3.","United States. Army; United States. Army. Field Artillery Battalion, 309th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7097,1918-07-18,1918-07-18
Battle of Le Hamel,4 July 1918,Russel Leon Lowe,http://id.loc.gov/authorities/subjects/sh2001005305,50.27945,3.07423,wwi_service_records_b3_f392,"Lowe, Russel Leon","File documenting the participation of Russel Leon Lowe in World War I. Lowe enlisted on July 19, 1917, and first served with the 130th Infantry in Newton, Illinois. He transferred to Camp Logan, Texas, on November 10, 1917, and became a bugler for the 130th Infantry Band. He left for France in April 1918 and was stationed in Albert, France. He served in the Battle of Hamel, Somme Defensive, and the Meuse-Argonne Battle. He was hospitalized for influenza in October 1918 at Glorieux, near Verdun, France. After the armistice was signed, he was stationed in Oberbillig, Germany, and Betterdorf, Luxembourg. Lowe returned to the States on May 22, 1919, and was discharged on May 31, 1919. File includes a survey and letters.","United States. Army; United States. Army. Infantry Regiment, 130th (1917-1959)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/4575,1918-07-18,1918-07-18
Battle of Lorraine,May-June 1918,John Gaylord Coulter,,48.76667,6.13333,wwi_service_records_b1_f131,"Coulter, John G. (John Gaylord), 1876-","File documenting the participation of John Gaylord Coulter in World War I. Coulter was a captain in the Quartermaster Corps and participated in the battles at Verdun and Lorraine. File includes a survey, address card, a photo, and letters.",United States. War Dept. Quartermaster Corps,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1757,1918-07-18,1918-07-18
Battle of Lorraine,May-June 1918,Roscoe Pulliam,,48.76667,6.13333,wwi_service_records_b3_f497,"Pulliam, Roscoe, 1896-1944","File documenting the participation of Roscoe Pulliam in World War I. Pulliam was drafted on October 7, 1917, and was first stationed at Camp Taylor, Kentucky, with the 333rd Infantry. He was sent overseas on January 13, 1918. He joined the 163rd Infantry and was stationed in St. Aignan, France. On February 28, he transferred to the 168th Infantry. He participated in the battles of Chateau-Thierry, St. Mihiel, and Lorraine, as well as the Meuse-Argonne Offensive. He was hospitalized for gas burns June 14, 1918, to July 16, 1918. He was stationed in France, Germany, Belgium, and Luxembourg until May 13, 1919, when he joined the American Expeditionary Forces University in Beaune, France. Pulliam left for the States on April 18, 1919, and was discharged on May 13, 1919. File includes a survey. Description supplemented by information from Fold3.","United States. Army; United States. Army. Infantry Regiment, 333rd; United States. Army. Infantry Regiment, 163rd; United States. Army. Infantry Regiment, 168th; American Expeditionary Forces University (Beaune, France)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6391,1918-07-18,1918-07-18
Battle of Saint-Etienne,8-10 October 1918,Clyde Loughridge Todd,,49.30947,4.49355,wwi_service_records_b4_f620,"Todd, Clyde Loughridge","File documenting the participation of Clyde Loughridge Todd in World War I. Todd enlisted on August 1, 1917, and was first stationed at the Marine Corps Recruit Depot at Parris Island, South Carolina. He transferred to Quantico, Virginia, in February 1918, and was sent overseas on March 13, 1918. He joined the 6th Marines while in France. He participated in the battles at Belleau Woods, Soissons, St. Mihiel, Blanc Mont Ridge and St Etienne, and the Meuse-Argonne Offensive. He was hospitalized twice. From July 19, 1918, to August 10, 1918, he was at the Toul, France, Base Hosptial no. 27 from shrapnel wounds to his shoulder and arm. From November 4, 1918, to December 12, 1918, he was at Base Hosptial no. 41 in Paris for a shrapnel wound in his ankle. Todd left France on December 25, 1918, and was discharged at Quantico, Virginia, on April 14, 1919. File includes a survey, photo, postcards, RSVP card, and letters. Description supplemented by information from Fold3.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8555,1918-07-18,1918-07-18
Battle of Saint-Mihiel,12-15 September 1918,Edgar Nathan Dixon,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f162,"Dixon, Edgar Nathan","File documenting the participation of Edgar Nathan Dixon in World War I. Dixon enlisted on March 29, 1918, and was first stationed at Camp Dodge, Iowa, in the 88th Division of the Depot Brigade. On April 26, 1918, he was transferred to the 15th Replacement Battalion, and was sent overseas on May 3, 1918, with the 35th Division of the 139th Infantry. He was hospitalized at Base Hospital #91 in Commercy, France for acute bronchitis. He fought in the St. Mihiel and Argonne offensives and was stationed in the trenches near Verdun, France. Dixon returned to the States on April 15, 1919, and was discharged on May 8, 1919. File includes a survey and Dixon's service record card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Depot Brigade, 88th; United States. Army. Infantry Regiment, 139th;",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2077,1918-07-18,1918-07-22
Battle of Saint-Mihiel,12-15 September 1918,Ernest Bruce Allan,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f009,"Allan, Ernest Bruce","File documenting the participation of Ernest Bruce Allan in World War I. Allan enlisted in the Army on August 18, 1917. He served with the 349th Infantry at Camp Dodge, Iowa, and with the 328th Infantry at Camp Gordon, Georgia, before being sent overseas. Allan was in the battles of Saint-Mihiel and Argonne Forest. He was hospitalized at Varrenes, France on October 18, 1918. File includes questionnaire, index card, several extensive letters, and newspaper clippings.","United States. Army; United States. Army. Infantry Regiment, 328th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/113,1918-07-18,1918-07-18
Battle of Saint-Mihiel,12-15 September 1918,Harry L. Diehl,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f157,"Diehl, Harry L.","File documenting the participation of Harry L. Diehl in World War I. Diehl enlisted on April 18, 1917, and served in the 337th Infantry at Camp Custer, Michigan. He transferred to Camp Mills, New York, and was sent to France on July 20, 1918, with the 104th Infantry. He was stationed at Winchester, England, Le Harvre, Frace, and Cours-sur-Loire, France. He participated in the St. Mihiel Offensive, the Occupation at the Troyon Sector, and the Meuse-Argonne Offensive. Diehl was discharged on May 20, 1919.","United States. Army; United States. Army. Infantry Regiment, 337th; United States. Army. Infantry Regiment, 104th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2117,1918-07-18,1918-07-22
Battle of Saint-Mihiel,12-15 September 1918,Harry Philip Bangert,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f031,"Bangert, Harry Philip","File documenting the participation of Harry Philip Bangert in World War I. Bangert enlisted on August 10, 1917, and was a master electrician in the 93rd Aero Squadron at Jefferson Barracks, Missouri, San Antonio, Texas, Mineola, New York. He was sent overseas in October 1917 and stationed in England at Stamford, Lincoln, Stockbridge, Hants (now Hampshire), and Beaulieu. On July 5, 1918, he transferred to France, at Issoudun, Vaucouleurs, Lisle en Barrois, and Brest. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Bangert left France on March 4, 1919, and was discharged on May 8, 1919. File includes questionnaire, index card, photograph of Bangert in uniform, letters, and RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 93rd",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/355,1918-07-18,1918-07-18
Battle of Saint-Mihiel,12-15 September 1918,James Kenneth Coppenbarger,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f130,"Coppenbarger, James Kenneth","File documenting the participation of James Kenneth Coppenbarger in World War I. Coppenbarger enlisted on April 16, 1917, and served in the 18th Infantry Regiment. He was sent overseas on June 14, 1917, and participated in the Argonne-Meuse Offensive, the Battle of Chateau-Thierry, the Second Battle of Marne, and the Battle of St. Mihiel. Coppenbarger returned to the States on September 4, 1919, and was discharged within the month. File includes a survey, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Infantry Regiment, 18th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1777,1918-07-18,1918-07-22
Battle of Saint-Mihiel,12-15 September 1918,John Bruce Carlock,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f090,"Carlock, John Bruce","File documenting the participation of John Bruce Carlock in World War I. Carlock first served in the Engineering Corps and transferred to the Officer's Training Corps. While at the Vancouver Barracks. He transferred to the 1st Gas Regiment with the 30th Engineers on December 10th, 1917, and was sent overseas on December 16, 1917. He participated in occupations of the Loos, Toul, and Vosges, France, and the battles of Chateau Thierry, Saint Mihiel, and Meuse-Argonne. He returned to the States on January 24, 1918. Carlock was discharged on March 15, 1919. File includes a survey, a post card, letters, and newspaper clippings.","United States. Army; United States. Army. Corps of Engineers; United States. Army. Gas Regiment, 1st",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1262,1918-07-18,1918-07-22
Battle of Saint-Mihiel,12-15 September 1918,Russell R. Armstrong,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f018,"Armstrong, Russell R.","File documenting the participation of Russell Armstrong in World War I. Armstrong enlisted in the Coast Artillery on May 1, 1917. He was attached to the railroad artillery and was stationed at Dieulaurd, Verdun, Sommedien, and Marbauch. He was at the front during the Battle of Saint-Mihiel and the Meuse-Argonne offensive.",United States. Army; United States. Army. Coast Artillery,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/239,1918-07-18,1918-07-18
Battle of Saint-Mihiel,12-15 September 1918,Birney Fifer Fleming,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b2_f201,"Fleming, Birney Fifer","File documenting the participation of Birney Fifer Fleming in World War I. Fleming enlisted on May 8, 1917, and served with the 11th Aero Service Squadron. He was first stationed in San Antonio, Texas, then transferred to Belleville, Illinois. He was sent overseas on December 17, 1917, and stationed in Stamford, England. On August 4, 1918, he was sent to France and served in the Battle of St. Mihiel and the Argonne-Meuse Offensive. Fleming returned home on April 21, 1919, and was discharged May 21, 1919. File includes a survey, a letter, and newspaper clippings.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 11th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2710,1918-08-21,1918-09-03
Battle of Saint-Mihiel,12-15 September 1918,Gerry Brown Dudley,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f169,"Dudley, Gerry Brown","File documenting the participation of Gerry Brown Dudley in World War I. Dudley enlisted on August 11, 1917, and was first stationed at Fort Riley, Kansas, in the Medical Officers' Training Corps. He was then sent overseas and stationed at Evacuation Hospital No. 1 in France. During this time, he was involved in the battle of St. Mihiel. On September 26, 1918, Dudley transferred to the 165th Infantry to participate in the Argonne Offensive at Sedan, and Landres-et-Saint-Georges, France. He left France on April 12, 1919, and was discharged on May 20, 1919. File includes a survey and letters. Description supplemented by information from Fold3.","United States. Army; United States. Army. Medical Corps; United States. Army. Infantry Regiment, 165th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2145,1918-08-21,1918-09-03
Battle of Saint-Mihiel,12-15 September 1918,Glenn Stewart Evans,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f188,"Evans, Glenn Stewart","File documenting the participation of Glenn Stewart Evans in World War I. Evans received his commission on June 7, 1917. He trained at Camp Travis, Texas, and was sent overseas on June 20, 1918. He served with the Medical Corps and was attached to the 358th Infantry. He was a battalion surgeon in the Battle of St. Mihiel and in the Meuse-Argonne Offensive. After the armistice was signed, he was stationed in Gerolstein, Germany. File includes letters and newspaper clippings.","United States. Army; United States. Army. Medical Corps; United States. Army. Infantry Regiment, 358th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1278,1918-08-21,1918-09-03
Battle of Saint-Mihiel,12-15 September 1918,James Tennant Elliott,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b1_f184,"Elliott, James Tennant","File documenting the participation of James Tennant Elliott in World War I. Elliott enlisted on May 16, 1917, in the U.S. Marines. He was stationed with the 6th Regiment at Parris Island, South Carolina, and transferred to Quantico, Virginia. He was sent to France in September 1917. He participated in the battles at Verdun, Belleau Woods, Chateau-Thierry, St. Miheil, and Soissons, and in the Meuse-Argonne Offensive and the Pont-a-Mousson Offensive. He left France on July 25, 1919, and was discharged in August 1919. File includes a survey, letters, a postcard, and newspaper clippings.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th;",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2284,1918-08-21,1918-09-03
Battle of Saint-Mihiel,12-15 September 1918,Bernard H. Shockel,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b3_f556,"Shockel, Bernard H.","File includes a survey documenting the participation of Bernard H. Shockel in World War I. Shockel enlisted on December 18, 1917, and first served in Chicago, Illinois, with the Meteorological Service Signal Corps. He transferred to St. Louis, Missouri, to join a detached depot company on January 4, 1918. On April 5, 1918, he transferred to Fort Wood, New York, and was sent overseas on June 12, 1918, with the Meteorological Section of the Signal Corps. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Shockel returned to the States on February 27, 1919, and was discharged on March 27, 1919.",United States. Army; United States. Army. Sanitary Corps; United States. Army. Meteorological Service,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6488,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Carl Weems Smith,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b3_f569,"Smith, Carl Weems","File documenting the participation of Carl Weems Smith in World War I. Smith served with the 6th Marine Corps. He was a drill sergeant at the Marine Corps Recruit Depot on Parris Island, South Carolina, until he was sent overseas in July 1918. He participated in battles at the Toulon Sector, the Aisne Defensive, the Battle of Chateau Thierry, the Aisne Marne Offensive, at the Marbache Sector, the Battle of St. Mihiel, and at the Champagne Sector. He was wounded on October 8, 1918, while at the Champagne Sector. Smith returned to the States on July 25, 1919. File includes a survey, letter, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th; Parris Island (S.C. : Recruit depot)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7167,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Chester McLaren,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b3_f409,"McLaren, Chester","File documenting the participation of Chester McLaren in World War I. McLaren was stationed in Peoria, Illinois, and Camp Logan, Texas, with the 123rd Machine Gun Battalion before he was sent overseas in May 1918. He joined the 33rd Machine Gun Battalion while overseas. He participated in the Meuse-Argonne Offensive and the Battle of St. Mihiel. When the armistice was signed, he was attending officers' training school Le Mans, France, where he stayed until he was sent home. McLaren was discharged in August 1919. File includes a photo and newspaper clippings.","United States. Army; United States. Army. Machine Gun Battalion, 123rd; United States. Army. Machine Gun Battalion, 33rd",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5048,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Clarence A. Whiteside,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b4_f654,"Whiteside, Clarence A.","File documenting the participation of Clarence A. Whiteside in World War I. Whiteside enlisted on April 29, 1918, and served with the 309th Machine Gun Battalion at Camp Dix, New Jersey. He was sent overseas on May 26, 1918, and was stationed at Le Wast and Hautecloque, France. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. After the armistice was signed, he was stationed in Cote-d'Or, France, and later joined the University Montpellier in France on March 4, 1919. He left for the States on July 9, 1919. File includes notes documenting his service and a photo.","United States. Army; United States. Army. Machine Gun Battalion, 309th; Universit?? de Montpellier",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8050,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Clarence Glenn McTaggart,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b3_f416,"McTaggart, Clarence Glenn","File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H??nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Clyde Loughridge Todd,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b4_f620,"Todd, Clyde Loughridge","File documenting the participation of Clyde Loughridge Todd in World War I. Todd enlisted on August 1, 1917, and was first stationed at the Marine Corps Recruit Depot at Parris Island, South Carolina. He transferred to Quantico, Virginia, in February 1918, and was sent overseas on March 13, 1918. He joined the 6th Marines while in France. He participated in the battles at Belleau Woods, Soissons, St. Mihiel, Blanc Mont Ridge and St Etienne, and the Meuse-Argonne Offensive. He was hospitalized twice. From July 19, 1918, to August 10, 1918, he was at the Toul, France, Base Hosptial no. 27 from shrapnel wounds to his shoulder and arm. From November 4, 1918, to December 12, 1918, he was at Base Hosptial no. 41 in Paris for a shrapnel wound in his ankle. Todd left France on December 25, 1918, and was discharged at Quantico, Virginia, on April 14, 1919. File includes a survey, photo, postcards, RSVP card, and letters. Description supplemented by information from Fold3.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8555,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Donald Dooley Whitcomb,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b4_f652,"Whitcomb, Walter Dooley","File documenting the participation of Donald Dooley Whitcomb in World War I. Whitcomb enlisted on May 23, 1917, and was first stationed in El Paso, Texas, with the 2nd Engineers. He was sent overseas on September 10, 1917, and was stationed in Sommedieue, France. He participated in the battles at the Toulon sector, the Aisne-Marne Offensive, in the Marbache sector, St. Mihiel, Chateau-Thierry, in the Champagne sector, and the Meuse-Argonne Offensive. He was hospitalized for influenza on October 29, 1918, in Vichy, France. Whitcomb returned to the States on August 12, 1919, and was discharged on August 15, 1919. File includes a survey, postcard, letters, newspaper clippings, and Whitcomb's marriage announcement.","United States. Army; United States. Army. Engineer Regiment, 2nd",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7987,1918-09-12,1918-09-15
Battle of Saint-Mihiel,12-15 September 1918,Dorr Miller Simer,http://id.loc.gov/authorities/subjects/sh85127174,48.88746,5.55099,wwi_service_records_b3_f559,"Simer, Dorr Miller","File documenting the participation of Dorr Miller Simer in World War I. Simer enlisted on December 27, 1917, and was first stationed at Camp Dodge, Iowa, with the 349th Infantry. He transferred to Camp Gordon, Georgia, in April 1918, to join the 328th Infantry. He was sent overseas on May 1, 1918, and participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. He was hospitalized from September 15, 1918, to October 13, 1918, at Bast Hospital no. 28 in Contrexeville, France, for a head wound from shrapnel. Simer returned to the States on May 9, 1919, and was discharged on June 3, 1919. File includes a survey and letters. Description supplemented by information from Fold3.","United States. Army; United States. Army. Infantry Regiment, 349th; United States. Army. Infantry Regiment, 328th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7083,1918-09-12,1918-09-15
