Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Harry Philip Bangert,Vaucouleurs (France),wwi_service_records_b1_f031,"Bangert, Harry Philip",Harry Philip Bangert file,"File documenting the participation of Harry Philip Bangert in World War I. Bangert enlisted on August 10, 1917, and was a master electrician in the 93rd Aero Squadron at Jefferson Barracks, Missouri, San Antonio, Texas, Mineola, New York. He was sent overseas in October 1917 and stationed in England at Stamford, Lincoln, Stockbridge, Hants (now Hampshire), and Beaulieu. On July 5, 1918, he transferred to France, at Issoudun, Vaucouleurs, Lisle en Barrois, and Brest. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Bangert left France on March 4, 1919, and was discharged on May 8, 1919. File includes questionnaire, index card, photograph of Bangert in uniform, letters, and RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 93rd",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Bangert, Harry Philip; World War, 1914-1918; Illinois State Normal University--Students; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115,,https://www.geonames.org/2970546/,48.60313,5.66659,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/355,355
Harry Philip Bangert,Lisle-en-Barrois (France),wwi_service_records_b1_f031,"Bangert, Harry Philip",Harry Philip Bangert file,"File documenting the participation of Harry Philip Bangert in World War I. Bangert enlisted on August 10, 1917, and was a master electrician in the 93rd Aero Squadron at Jefferson Barracks, Missouri, San Antonio, Texas, Mineola, New York. He was sent overseas in October 1917 and stationed in England at Stamford, Lincoln, Stockbridge, Hants (now Hampshire), and Beaulieu. On July 5, 1918, he transferred to France, at Issoudun, Vaucouleurs, Lisle en Barrois, and Brest. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Bangert left France on March 4, 1919, and was discharged on May 8, 1919. File includes questionnaire, index card, photograph of Bangert in uniform, letters, and RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 93rd",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Bangert, Harry Philip; World War, 1914-1918; Illinois State Normal University--Students; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115,,https://www.geonames.org/2998133/,48.89645,5.1256,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/355,355
Harry Philip Bangert,Brest (France),wwi_service_records_b1_f031,"Bangert, Harry Philip",Harry Philip Bangert file,"File documenting the participation of Harry Philip Bangert in World War I. Bangert enlisted on August 10, 1917, and was a master electrician in the 93rd Aero Squadron at Jefferson Barracks, Missouri, San Antonio, Texas, Mineola, New York. He was sent overseas in October 1917 and stationed in England at Stamford, Lincoln, Stockbridge, Hants (now Hampshire), and Beaulieu. On July 5, 1918, he transferred to France, at Issoudun, Vaucouleurs, Lisle en Barrois, and Brest. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Bangert left France on March 4, 1919, and was discharged on May 8, 1919. File includes questionnaire, index card, photograph of Bangert in uniform, letters, and RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 93rd",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Bangert, Harry Philip; World War, 1914-1918; Illinois State Normal University--Students; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115,,https://www.geonames.org/3030300/,48.39029,-4.48628,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/355,355
Harry Philip Bangert,Saint-Mihiel (France),wwi_service_records_b1_f031,"Bangert, Harry Philip",Harry Philip Bangert file,"File documenting the participation of Harry Philip Bangert in World War I. Bangert enlisted on August 10, 1917, and was a master electrician in the 93rd Aero Squadron at Jefferson Barracks, Missouri, San Antonio, Texas, Mineola, New York. He was sent overseas in October 1917 and stationed in England at Stamford, Lincoln, Stockbridge, Hants (now Hampshire), and Beaulieu. On July 5, 1918, he transferred to France, at Issoudun, Vaucouleurs, Lisle en Barrois, and Brest. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Bangert left France on March 4, 1919, and was discharged on May 8, 1919. File includes questionnaire, index card, photograph of Bangert in uniform, letters, and RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 93rd",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Bangert, Harry Philip; World War, 1914-1918; Illinois State Normal University--Students; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115,,https://www.geonames.org/2977948/,48.88746,5.55099,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/355,355
Harry Philip Bangert,Meuse (France),wwi_service_records_b1_f031,"Bangert, Harry Philip",Harry Philip Bangert file,"File documenting the participation of Harry Philip Bangert in World War I. Bangert enlisted on August 10, 1917, and was a master electrician in the 93rd Aero Squadron at Jefferson Barracks, Missouri, San Antonio, Texas, Mineola, New York. He was sent overseas in October 1917 and stationed in England at Stamford, Lincoln, Stockbridge, Hants (now Hampshire), and Beaulieu. On July 5, 1918, he transferred to France, at Issoudun, Vaucouleurs, Lisle en Barrois, and Brest. He participated in the Battle of St. Mihiel and the Meuse-Argonne Offensive. Bangert left France on March 4, 1919, and was discharged on May 8, 1919. File includes questionnaire, index card, photograph of Bangert in uniform, letters, and RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 93rd",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n86071803,"Bangert, Harry Philip; World War, 1914-1918; Illinois State Normal University--Students; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115,,https://www.geonames.org/2994106/,48.97176,5.36371,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/355,355
Huston Banton,"Jefferson Barracks (Saint Louis, Mo.)",wwi_service_records_b1_f032,"Banton, Huston",Huston Banton file,"File documenting the participation of Huston Banton in World War I. Huston Banton enlisted on April 17, 1918 and served in the Medical Corps at Jefferson Barracks, Missouri, and Base Hospital no. 131 in Mars-sur-Allier, France. He was discharged on Jun 12, 1919. File includes questionnaire, index card, and letter.",United States. Army; United States. Army. Medical Corps; United States. Army. Base Hospital No. 131,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"Banton, Huston; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; index cards; letters (correspondence);,https://www.geonames.org/4392382/,38.50283,-90.2804,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/385,385
Huston Banton,Mars-sur-Allier (France),wwi_service_records_b1_f032,"Banton, Huston",Huston Banton file,"File documenting the participation of Huston Banton in World War I. Huston Banton enlisted on April 17, 1918 and served in the Medical Corps at Jefferson Barracks, Missouri, and Base Hospital no. 131 in Mars-sur-Allier, France. He was discharged on Jun 12, 1919. File includes questionnaire, index card, and letter.",United States. Army; United States. Army. Medical Corps; United States. Army. Base Hospital No. 131,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"Banton, Huston; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2995436/,46.85919,3.07849,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/385,385
Oliver Banton,Naval Station Newport (R.I.),wwi_service_records_b1_f033,"Banton, Oliver",Oliver Banton file,"File documenting the participation of Oliver Banton in World War I. Banton enlisted in the Navy on April 8, 1918. Banton served as a radio operator at Naval Station Newport. He was discharged on January 22, 2019. File includes two letters and one newspaper clipping.",United States. Navy;,https://id.loc.gov/authorities/names/n79059051,"Banton, Oliver; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,index cards; letters (correspondence); newspaper clippings,https://www.geonames.org/7267219/,41.52856,-71.3077,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/396,396
John Maxwell Barr,"Jefferson Barracks (Saint Louis, Mo.)",wwi_service_records_b1_f034,"Barr, John Maxwell",John Maxwell Barr file,"File documenting the participation of John Maxwell Barr in World War I. Barr enlisted on May 16, 1918, and served in the Medical Department at Jefferson Barracks, Missouri. He was discharged on May 20, 1919. File includes questionnaire and newspaper clippings.",United States. Army; United States. Army. Medical Corps;,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Barr, John Maxwell; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; index cards; newspaper clippings,https://www.geonames.org/4392382/,38.50283,-90.2804,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/424,424
Arnold Orville Beckman,Parris Island (S.C.),wwi_service_records_b1_f038,"Beckman, Arnold O.",Arnold Orville Beckman file,"File documenting the participation of Arnold Orville Beckman in World War I. Beckman enlisted on August 6, 1918, and served in the Marine Corps at Parris Island, South Carolina, and Navy Yard, New York. He was discharged January 18, 1919. Beckman later went on to become a chemist (he invented the pH meter) and philanthropist. File includes questionnaire, newspaper clippings, and RSVP card.",United States. Marine Corps; New York Naval Shipyard,https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n92801980,"Beckman, Arnold O.; World War, 1914-1918; University High School (Normal, Ill.)--Students",http://id.loc.gov/authorities/names/no2021058037; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n2008164374,questionnaires; reply cards; newspaper clippings,https://www.geonames.org/4590550/,32.3352,-80.6923,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/410,410
Arnold Orville Beckman,"Brooklyn (New York, N.Y.)",wwi_service_records_b1_f038,"Beckman, Arnold O.",Arnold Orville Beckman file,"File documenting the participation of Arnold Orville Beckman in World War I. Beckman enlisted on August 6, 1918, and served in the Marine Corps at Parris Island, South Carolina, and Navy Yard, New York. He was discharged January 18, 1919. Beckman later went on to become a chemist (he invented the pH meter) and philanthropist. File includes questionnaire, newspaper clippings, and RSVP card.",United States. Marine Corps; New York Naval Shipyard,https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n92801980,"Beckman, Arnold O.; World War, 1914-1918; University High School (Normal, Ill.)--Students",http://id.loc.gov/authorities/names/no2021058037; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n2008164374,,https://www.geonames.org/5110302/,40.6501,-73.9496,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/410,410
Frederick F. Beckman,Fort Riley (Kan.),wwi_service_records_b1_f039,"Beckman, Frederick F.",Frederick F. Beckman file,"File documenting the participation of Frederick F. Beckman in World War I. Beckman served in the Army Medical Corps at Fort Riley, Kansas and Camp Hancock, Georgia. File includes several newspaper clippings and RSVP card.",United States. Army; United States. Army. Medical Corps;,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"Beckman, Frederick F; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings; reply cards;,https://www.geonames.org/7267489/,39.05833,-96.8216,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/378,378
Frederick F. Beckman,Camp Hancock (Ga.),wwi_service_records_b1_f039,"Beckman, Frederick F.",Frederick F. Beckman file,"File documenting the participation of Frederick F. Beckman in World War I. Beckman served in the Army Medical Corps at Fort Riley, Kansas and Camp Hancock, Georgia. File includes several newspaper clippings and RSVP card.",United States. Army; United States. Army. Medical Corps;,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"Beckman, Frederick F; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4185972/,33.46986,-82.0526,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/378,378
Phillip Beggs,Kelly Field (Tex.),wwi_service_records_b1_f040,"Beggs, Phillip",Phillip Beggs file,"File documenting the participation of Phillip Beggs in World War I. Beggs served in the Army and was stationed at Kelly Field, San Antonio, Texas, as of March 1919.",United States. Army;,https://id.loc.gov/authorities/names/n79063202,"Beggs, Phillip; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/7910273,29.38003,-98.5865,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/367,367
Karl L. Behnke,"Pauillac (Gironde, France)",wwi_service_records_b1_f041,"Behnke, Karl L.",Karl L. Behnke file,"File documenting the participation of Karl L. Behnke in World War I. Behnke served in the 150th Field Artillery. Behnke left for France on October 18, 1917, and his return ship departed via Pauillac on April 23, 1919. File includes several newspaper clippings that reproduce letters written by Behnke when he was stationed in France, as well as a photograph of Behnke in uniform. Description supplemented by information from Fold3.","United States. Army; United States. Army. Field Artillery Regiment, 150th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2003029777,"Behnke, Karl L.; World War, 1914-1918; University High School (Normal, Ill.)--Students",https://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374,newspaper clippings; letters (correspondence); photographs;,https://www.geonames.org/2988349/,45.21667,-0.75,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/432,432
M. Charlotte Bender,Limoges (France),wwi_service_records_b1_f042,"Bender, M. Charlotte",M. Charlotte Bender file,"File documenting the participation of M. Charlotte Bender in World War I. Bender was serving at U.S. Army Base Hospital no. 13 in Limoges, France, at the time of the survey.",United States. Army. Base Hospital No. 13,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2003029777,"Bender, M. Charlotte; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts),https://www.geonames.org/2998286/,45.83362,1.24759,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/427,427
Paul Kingsley Benjamin,"Great Lakes Naval Training Center (Great Lakes, Ill.)",wwi_service_records_b1_f043,"Benjamin, Paul Kingsley",Paul Kingsley Benjamin file,"File documenting the participation of Paul Kingsley Benjamin in World War I. Benjamin enlisted on June 7, 1918, and served in the Navy at Great Lakes Naval Training Station, Illinois, before going on to become an athletic instructor at the Naval Academy in Annapolis, Maryland. File includes questionnaire, address card, letters, photograph of Benjamin in uniform, newspaper clippings, and RSVP card.",United States. Navy; United States Naval Academy,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n79107936,"Benjamin, Paul Kingsley; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; photographs; letters (correspondence); reply cards;,https://www.geonames.org/7267216/,42.30468,-87.8485,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/457,457
Paul Kingsley Benjamin,Annapolis (Md.),wwi_service_records_b1_f043,"Benjamin, Paul Kingsley",Paul Kingsley Benjamin file,"File documenting the participation of Paul Kingsley Benjamin in World War I. Benjamin enlisted on June 7, 1918, and served in the Navy at Great Lakes Naval Training Station, Illinois, before going on to become an athletic instructor at the Naval Academy in Annapolis, Maryland. File includes questionnaire, address card, letters, photograph of Benjamin in uniform, newspaper clippings, and RSVP card.",United States. Navy; United States Naval Academy,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n79107936,"Benjamin, Paul Kingsley; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4347242/,38.97859,-76.4918,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/457,457
Grace S. Bent,Chicago (Ill.),wwi_service_records_b1_f044,"Bent, Grace",Grace S. Bent file,"File containing a letter from Grace S. Bent to Ange Milner, concerning the whereabouts and war service of a woman named Lida (possibly Lida Bent?). Lida was previously head of a ΓÇ£contagious hospitalΓÇ¥ in Chicago and volunteered to serve as a nurse in France.",United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n50071170,"Bent, Grace; Bent, Lida; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,letters (correspondence);,https://www.geonames.org/4887398/,41.85003,-87.6501,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/460,460
Grace S. Bent,France,wwi_service_records_b1_f044,"Bent, Grace",Grace S. Bent file,"File containing a letter from Grace S. Bent to Ange Milner, concerning the whereabouts and war service of a woman named Lida (possibly Lida Bent?). Lida was previously head of a ΓÇ£contagious hospitalΓÇ¥ in Chicago and volunteered to serve as a nurse in France.",United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n50071170,"Bent, Grace; Bent, Lida; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3017382/,46,2,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/460,460
William Charles Bierbaum,Douglas (Ariz.),wwi_service_records_b1_f045,"Bierbaum, William Charles",William Charles Bierbaum file,"File documenting the participation of William Charles Bierbaum in World War I. Bierbaum enlisted on May 23, 1918, and served in the 302nd Cavalry at Douglas, Arizona, and in the 48th Field Artillery ar Camp Kearny, California.","United States. Army; United States. Army. Cavalry, 302nd; United States. Army. Field Artillery Regiment, 48th",https://id.loc.gov/authorities/names/n79063202,"Bierbaum, William Charles; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; reply cards;,https://www.geonames.org/5293083/,31.34455,-109.545,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/471,471
William Charles Bierbaum,Camp Kearny (Calif.),wwi_service_records_b1_f045,"Bierbaum, William Charles",William Charles Bierbaum file,"File documenting the participation of William Charles Bierbaum in World War I. Bierbaum enlisted on May 23, 1918, and served in the 302nd Cavalry at Douglas, Arizona, and in the 48th Field Artillery ar Camp Kearny, California.","United States. Army; United States. Army. Cavalry, 302nd; United States. Army. Field Artillery Regiment, 48th",https://id.loc.gov/authorities/names/n79063202,"Bierbaum, William Charles; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,32.86602,-117.093,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/471,471
Frank Bill,New London (Conn.),wwi_service_records_b1_f046_01_clipping.jpg,"Bill, Frank",Frank Bill file,"File documenting the participation of Frank Bill in World War I. Bill was first stationed in New London, Connecticut, and was sent overseas with the 68th Coast Artillery Corps on August 9, 1918. He left Bordeaux, France, on February 3, 1919. File includes a newspaper article. Description supplemented by information from Fold3.","United States. Army; United States. Army. Coast Artillery Regiment, 68th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n97087549,"Bill, Frank; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/4839416/,41.35565,-72.0995,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8753,8753
Frank Bill,"Bordeaux (Nouvelle-Aquitaine, France)",wwi_service_records_b1_f046_01_clipping.jpg,"Bill, Frank",Frank Bill file,"File documenting the participation of Frank Bill in World War I. Bill was first stationed in New London, Connecticut, and was sent overseas with the 68th Coast Artillery Corps on August 9, 1918. He left Bordeaux, France, on February 3, 1919. File includes a newspaper article. Description supplemented by information from Fold3.","United States. Army; United States. Army. Coast Artillery Regiment, 68th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n97087549,"Bill, Frank; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3031582/,44.84044,-0.5805,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8753,8753
Forrest William Binnion,"Jefferson Barracks (Saint Louis, Mo.)",wwi_service_records_b1_f047,"Binnion, Forrest William",Forrest William Binnion file,"File documenting the participation of Forrest William Binnion in World War I. Binnion enlisted in the Army on May 18, 1918, and served as a private in the 3rd Infantry at Jefferson Barracks and and trained at Purdue University, before becoming a corporal in the Field Artillery at Louisville, Kentucky. File includes address cards and newspaper clippings.","United States. Army; United States. Army. Infantry Regiment, 3rd; Purdue University",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/no89011634; https://id.loc.gov/authorities/names/n79089817,"Binnion, Forrest William; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); index cards; newspaper clippings; questionnaires;,https://www.geonames.org/4392382/,38.50283,-90.2804,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/643,643
Forrest William Binnion,Louisville (Ky.),wwi_service_records_b1_f047,"Binnion, Forrest William",Forrest William Binnion file,"File documenting the participation of Forrest William Binnion in World War I. Binnion enlisted in the Army on May 18, 1918, and served as a private in the 3rd Infantry at Jefferson Barracks and and trained at Purdue University, before becoming a corporal in the Field Artillery at Louisville, Kentucky. File includes address cards and newspaper clippings.","United States. Army; United States. Army. Infantry Regiment, 3rd; Purdue University",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/no89011634; https://id.loc.gov/authorities/names/n79089817,"Binnion, Forrest William; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4299276/,38.25424,-85.7594,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/643,643
Forrest William Binnion,West Lafayette (Ind.),wwi_service_records_b1_f047,"Binnion, Forrest William",Forrest William Binnion file,"File documenting the participation of Forrest William Binnion in World War I. Binnion enlisted in the Army on May 18, 1918, and served as a private in the 3rd Infantry at Jefferson Barracks and and trained at Purdue University, before becoming a corporal in the Field Artillery at Louisville, Kentucky. File includes address cards and newspaper clippings.","United States. Army; United States. Army. Infantry Regiment, 3rd; Purdue University",https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/no89011634; https://id.loc.gov/authorities/names/n79089817,"Binnion, Forrest William; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4928096,40.42587,-86.9081,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/643,643
Roy Alexander Black,Fort Terry (N.Y.),wwi_service_records_b1_f050,"Black, Alexander Roy",Roy Alexander Black file,"File documenting the participation of Roy Alexander Black as a private in the Army in World War I. He enlisted April 2, 1918 and served in the 21st and 168th Coast Artillery and the 138th Field Artillery. After being stationed at Fort Terry and Fort Totten, New York, and Camp Merrith, New Jersey, he was sent overseas on October 15, 1918, initially arriving in Liverpool, England and eventually moving on to Camp de Meucon, France. He was discharged January 11, 1919. File includes a survey and address card.","United States. Army; United States. Army. Coast Artillery Regiment, 21st ; United States. Army. Coast Artillery Regiment, 168th; United States. Army. Field Artillery Regiment, 138th",https://id.loc.gov/authorities/names/n79063202,"Black, Alexander Roy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts);,https://www.geonames.org/6353700/,41.18,-72.195,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/648,648
Roy Alexander Black,Fort Totten (N.Y.),wwi_service_records_b1_f050,"Black, Alexander Roy",Roy Alexander Black file,"File documenting the participation of Roy Alexander Black as a private in the Army in World War I. He enlisted April 2, 1918 and served in the 21st and 168th Coast Artillery and the 138th Field Artillery. After being stationed at Fort Terry and Fort Totten, New York, and Camp Merrith, New Jersey, he was sent overseas on October 15, 1918, initially arriving in Liverpool, England and eventually moving on to Camp de Meucon, France. He was discharged January 11, 1919. File includes a survey and address card.","United States. Army; United States. Army. Coast Artillery Regiment, 21st ; United States. Army. Coast Artillery Regiment, 168th; United States. Army. Field Artillery Regiment, 138th",https://id.loc.gov/authorities/names/n79063202,"Black, Alexander Roy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/7266720/,40.79278,-73.7761,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/648,648
Roy Alexander Black,Camp Merritt (N.J.),wwi_service_records_b1_f050,"Black, Alexander Roy",Roy Alexander Black file,"File documenting the participation of Roy Alexander Black as a private in the Army in World War I. He enlisted April 2, 1918 and served in the 21st and 168th Coast Artillery and the 138th Field Artillery. After being stationed at Fort Terry and Fort Totten, New York, and Camp Merrith, New Jersey, he was sent overseas on October 15, 1918, initially arriving in Liverpool, England and eventually moving on to Camp de Meucon, France. He was discharged January 11, 1919. File includes a survey and address card.","United States. Army; United States. Army. Coast Artillery Regiment, 21st ; United States. Army. Coast Artillery Regiment, 168th; United States. Army. Field Artillery Regiment, 138th",https://id.loc.gov/authorities/names/n79063202,"Black, Alexander Roy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/6354462/,40.94139,-73.9767,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/648,648
