Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Elizabeth Ellen O'Keefe,Fort Custer (Mich.),wwi_service_records_b3_f463,"O'Keefe, Elizabeth Ellen",Elizabeth Ellen O'Keefe file,"File documenting the participation of Elizabeth Ellen O'Keefe in World War I. O'Keefe entered the service on February 18, 1918, in the Army Nurse Corps in the Red Cross. She was first stationed at Camp Custer, Michigan, and was transferred to New York City to join Base Hospital no. 14. She was sent overseas on July 14, 1918, and was stationed at Mars-sur-Allier, France. She became the chief nurse at U.S. Convalescent Hospital no. 4 in Nice, France. O'Keefe returned to the States on July 31, 1919, and was discharged on August 31, 1918. Description supplemented by information from Fold3.",United States. Army Nurse Corps; American National Red Cross,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170; https://id.loc.gov/authorities/names/n79096723,"O'Keefe, Elizabeth Ellen; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/7267464/,42.2926,-85.3259,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5606,5606
Elizabeth Ellen O'Keefe,New York (N.Y.),wwi_service_records_b3_f463,"O'Keefe, Elizabeth Ellen",Elizabeth Ellen O'Keefe file,"File documenting the participation of Elizabeth Ellen O'Keefe in World War I. O'Keefe entered the service on February 18, 1918, in the Army Nurse Corps in the Red Cross. She was first stationed at Camp Custer, Michigan, and was transferred to New York City to join Base Hospital no. 14. She was sent overseas on July 14, 1918, and was stationed at Mars-sur-Allier, France. She became the chief nurse at U.S. Convalescent Hospital no. 4 in Nice, France. O'Keefe returned to the States on July 31, 1919, and was discharged on August 31, 1918. Description supplemented by information from Fold3.",United States. Army Nurse Corps; American National Red Cross,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170; https://id.loc.gov/authorities/names/n79096723,"O'Keefe, Elizabeth Ellen; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/5128581/,40.71427,-74.006,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5606,5606
Elizabeth Ellen O'Keefe,Mars-sur-Allier (France),wwi_service_records_b3_f463,"O'Keefe, Elizabeth Ellen",Elizabeth Ellen O'Keefe file,"File documenting the participation of Elizabeth Ellen O'Keefe in World War I. O'Keefe entered the service on February 18, 1918, in the Army Nurse Corps in the Red Cross. She was first stationed at Camp Custer, Michigan, and was transferred to New York City to join Base Hospital no. 14. She was sent overseas on July 14, 1918, and was stationed at Mars-sur-Allier, France. She became the chief nurse at U.S. Convalescent Hospital no. 4 in Nice, France. O'Keefe returned to the States on July 31, 1919, and was discharged on August 31, 1918. Description supplemented by information from Fold3.",United States. Army Nurse Corps; American National Red Cross,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170; https://id.loc.gov/authorities/names/n79096723,"O'Keefe, Elizabeth Ellen; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2995436/,46.85919,3.07849,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5606,5606
Elizabeth Ellen O'Keefe,Nice (France),wwi_service_records_b3_f463,"O'Keefe, Elizabeth Ellen",Elizabeth Ellen O'Keefe file,"File documenting the participation of Elizabeth Ellen O'Keefe in World War I. O'Keefe entered the service on February 18, 1918, in the Army Nurse Corps in the Red Cross. She was first stationed at Camp Custer, Michigan, and was transferred to New York City to join Base Hospital no. 14. She was sent overseas on July 14, 1918, and was stationed at Mars-sur-Allier, France. She became the chief nurse at U.S. Convalescent Hospital no. 4 in Nice, France. O'Keefe returned to the States on July 31, 1919, and was discharged on August 31, 1918. Description supplemented by information from Fold3.",United States. Army Nurse Corps; American National Red Cross,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170; https://id.loc.gov/authorities/names/n79096723,"O'Keefe, Elizabeth Ellen; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2990440/,43.70313,7.26608,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5606,5606
Elsie Jane Paisley,Camp Pike (Ark.),wwi_service_records_b3_f472,"Paisley, Elsie Jane",Elsie Jane Paisley file,"File documenting the participation of Elsie Jane Paisley in World War I. Paisley entered the service on July 26, 1918, in the Army Nurse Corps with the Red Cross. She was stationed at Camp Pike, Arkansas, Base Hospital. She was discharged on July 31, 1919. File includes her service record card, a photo, letter, and newspaper clipping.",United States. Army Nurse Corps; American National Red Cross,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170; https://id.loc.gov/authorities/names/n79096723,"Paisley, Elsie Jane; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); photographs; letters (correspondence); newspaper clippings;,https://www.geonames.org/4104242/,34.825,-92.2875,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5787,5787
Clara Maude Penstone,Brest (France),wwi_service_records_b3_f480,"Penstone, Clara Maude",Clara Maude Penstone file,"File documenting the participation of Clara Maude Penstone in World War I. Penstone worked in the welfare branch of the Y.M.C.A. as a canteen worker at the camp in Brest, France. She left for France in January 1919 and returned on July 30, 1919. File includes her service record card, a photo, and newspaper clippings. Description supplemented by information from Fold3.",YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Penstone, Clara Maude; World War, 1914-1918; Illinois State Normal University--Students; Illinois State Normal University--Faculty",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898 ; http://id.loc.gov/authorities/names/n93011898,cards (information artifacts); photographs; newspaper clippings;,https://www.geonames.org/3030300/,48.39029,-4.48628,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5900,5900
Frances Elizabeth Peters,Washington (D.C.),wwi_service_records_b3_f483,"Peters, Frances Elizabeth",Frances Elizabeth Peters file,"File includes the World War I service record card of Frances Elizabeth Peters. Peters entered the Navy Reserves on September 5, 1918, and served as a yeoman in Washington, D.C. She was discharged on July 31, 1919. Additional materials on Frances Elizabeth Peters can be found in this collection in the Frances Peters Kendrick file (Peters' married name).",United States. Navy; United States. Naval Reserve,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n79063892,"Peters, Frances Elizabeth; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/4140963/,38.89511,-77.0364,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6066,6066
Helen Elizabeth Purcell,New York (N.Y.),wwi_service_records_b3_f498,"Purcell, Helen Elizabeth",Helen Elizabeth Purcell file,"File documenting the participation of Helen Elizabeth Purcell in World War I. She worked at the New York National Headquarters with the War Camp Community Service as the Division Secretary Special Representative from September 1, 1918, to October 31, 1919. File includes a survey, Purcell's service record card, newspaper clippings, and her business card.",War Camp Community Service (U.S.),http://id.loc.gov/authorities/names/n88028375,"Purcell, Helen Elizabeth; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); newspaper clippings;,https://www.geonames.org/5128581/,40.71427,-74.006,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6168,6168
Helen R. Roe,Camp Greene (N.C.),wwi_service_records_b3_f529,"Roe, Helen R.",Helen R. Roe file,"File documenting the participation of Helen R. Roe in World War I. She volunteered in October 1918 in the Medical Department and served as an assistant bacteriologist at Camp Green Base Hospital in North Carolina. Roe was discharged on January 22, 1919. File includes her service record card, letters, and a newspaper clipping. In her letter, she describes her brother Edward P. Roe's service and her own.",United States. Army; United States. Army. Medical Department,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Roe, Helen R.; World War, 1914-1918; Illinois Wesleyan University--Students; Bloomington High School (Bloomington, Ill.)--Students",https://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n88187031; http://id.loc.gov/authorities/names/n2009160684,cards (information artifacts); letters (correspondence); newspaper clippings;,,35.22525,-80.8823,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6482,6482
Nellie Ross,Limoges (France),wwi_service_records_b3_f533,"Ross, Nellie",Nellie Ross file,"File includes a service record card for Nellie Ross's participation in World War I. Ross volunteered for the Red Cross in the Army Nurse Corps with Base Hospital no. 13. She was sent to France on May 22, 1918, and was stationed in Limoges, France, according to the Army Medical Department. She returned to the States on March 6, 1919. Description supplemented by information from Fold3.",American National Red Cross; United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n79096723; https://id.loc.gov/authorities/names/n50071170,"Ross, Nellie; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/2998286/,45.83362,1.24759,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7098,7098
Aurora Thea Ola See,Chicago (Ill.),wwi_service_records_b3_f550,"See, Aurora Thea Ola",Aurora Thea Ola See file,"File documenting the participation of Aurora Thea Ola See in World War I. See volunteer for the Navy Reserves on March 12, 1918, and was stationed in Chicago, Illinois. She worked in recruiting. See was discharged on January 18, 1919. File includes her service record card, letters, an envelope with writing on it, and an RSVP card.",United States. Navy; United States. Naval Reserve,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n79063892,"See, Aurora Thea Ola; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); letters (correspondence); envelopes; reply cards;,https://www.geonames.org/4887398/,41.85003,-87.6501,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6552,6552
Eleanor Sheldon,Le Mans (France),wwi_service_records_b3_f553,"Sheldon, Eleanor",Eleanor Sheldon file,"File documenting the participation of Eleanor Sheldon in World War I. Sheldon enlisted in February 1919 and worked with the Y.M.C.A. She was sent overseas on April 12, 1919, and worked as a canteen worker at a camp in La Mans, France. Sheldon returned to the States on August 17, 1919, and was discharged within the month. File includes a survey, her service record card, postcards, and newspaper clippings.",YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Sheldon, Eleanor; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); postcards; newspaper clippings;,https://www.geonames.org/3003603/,48.0021,0.20251,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6772,6772
Alice Orme Smith,Étretat (France),wwi_service_records_b3_f567,"Smith, Alice Orme",Alice Orme Smith file,"File documents the participation of Alice Orme Smith in World War I. Smith entered the army on May 14, 1917, and served with the Presbyterian Base Hospital Unit no. 2. She was sent overseas on May 12, 1917, and was stationed in Etretat, France, with General Hospital no. 1. She transferred to Mobile Hospital no. 2 and was stationed at the Bussy-le-Chateau when the Germans attacked. Smith was discharged on February 11, 1919. File includes her service record card, a letter, and a newspaper clipping.",United States. Army; United States. Army. General Hospital No. 1; United States. Army. Mobile Hospital No. 2,https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n2005180345,"Smith, Alice Orme; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); letters (correspondence); newspaper clippings;,https://www.geonames.org/3019355/,49.70669,0.20523,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7180,7180
Alice Orme Smith,Marne (France),wwi_service_records_b3_f567,"Smith, Alice Orme",Alice Orme Smith file,"File documents the participation of Alice Orme Smith in World War I. Smith entered the army on May 14, 1917, and served with the Presbyterian Base Hospital Unit no. 2. She was sent overseas on May 12, 1917, and was stationed in Etretat, France, with General Hospital no. 1. She transferred to Mobile Hospital no. 2 and was stationed at the Bussy-le-Chateau when the Germans attacked. Smith was discharged on February 11, 1919. File includes her service record card, a letter, and a newspaper clipping.",United States. Army; United States. Army. General Hospital No. 1; United States. Army. Mobile Hospital No. 2,https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n2005180345,"Smith, Alice Orme; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2995603/,48.99116,4.25966,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7180,7180
Catherine Belle Smith,Chicago (Ill.),wwi_service_records_b3_f570,"Smith, Catherine Belle",Catherine Belle Smith file,"File documenting the participation of Catherine Belle Smith in World War I. Smith joined the Red Cross in August 1918 in the Army Nurse Corps. She trained at St. Luke's hospital in Chicago and was sent overseas on September 1, 1918. She was stationed with Base Hospital no. 15 in Caumont, France. Smith returned to the States on February 24, 1919, and was discharged in March 1919. File includes her service record card and newspaper clippings.",American National Red Cross; United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79096723; https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Smith, Catherine Belle; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); newspaper clippings;,https://www.geonames.org/4887398/,41.85003,-87.6501,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7190,7190
Catherine Belle Smith,Caumont (France),wwi_service_records_b3_f570,"Smith, Catherine Belle",Catherine Belle Smith file,"File documenting the participation of Catherine Belle Smith in World War I. Smith joined the Red Cross in August 1918 in the Army Nurse Corps. She trained at St. Luke's hospital in Chicago and was sent overseas on September 1, 1918. She was stationed with Base Hospital no. 15 in Caumont, France. Smith returned to the States on February 24, 1919, and was discharged in March 1919. File includes her service record card and newspaper clippings.",American National Red Cross; United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79096723; https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Smith, Catherine Belle; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3028190/,49.36642,0.89591,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7190,7190
Charlotte Lois Smith,Washington (D.C.),wwi_service_records_b3_f571,"Smith, Charlotte Lois",Charlotte Lois Smith file,"File documenting the participation of Charlotte Lois Smith in World War I. Smith enlisted in August 1918, and served in the Medical Department in the Army. She was stationed at Walter Reed General Hospital in Washington, D.C., as a reconstruction aid in Occupational Therapy. She later transferred to U.S. General Hospital no. 16 in New Haven, Connecticut. File includes a survey and Smith's service record card.","United States. Army; United States. Army. Medical Department; Walter Reed General Hospital (Washington, D.C.); United States. Army. General Hospital No. 16",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486; https://id.loc.gov/authorities/names/n91127438; http://id.loc.gov/authorities/names/n2013184120,"Smith, Charlotte Lois; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts);,https://www.geonames.org/4140963/,38.89511,-77.0364,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7280,7280
Charlotte Lois Smith,New Haven (Conn.),wwi_service_records_b3_f571,"Smith, Charlotte Lois",Charlotte Lois Smith file,"File documenting the participation of Charlotte Lois Smith in World War I. Smith enlisted in August 1918, and served in the Medical Department in the Army. She was stationed at Walter Reed General Hospital in Washington, D.C., as a reconstruction aid in Occupational Therapy. She later transferred to U.S. General Hospital no. 16 in New Haven, Connecticut. File includes a survey and Smith's service record card.","United States. Army; United States. Army. Medical Department; Walter Reed General Hospital (Washington, D.C.); United States. Army. General Hospital No. 16",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486; https://id.loc.gov/authorities/names/n91127438; http://id.loc.gov/authorities/names/n2013184120,"Smith, Charlotte Lois; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4839366/,41.30815,-72.9282,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7280,7280
Julia Scott Vrooman,Paris (France),wwi_service_records_b4_f632,"Vrooman, Julia Scott",Julia Scott Vrooman file,"File documenting the participation of Julia Scott Vrooman in World War I. Vrooman joined the entertainment division of the Y.M.C.A. on August 23, 1918. She was sent overseas with her husband upon entering the service and was stationed in Paris, France. She organized the jazz band for the Y.M.C.A. After the armistice was signed, she was stationed in Mayen, Germany. She returned to the States on September 12, 1919, and was released from service the same day. File includes a survey, Vrooman's service record card, photos, a letter, newspaper clippings, and a booklet she wrote.",YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Vrooman, Julia Scott; Bands (Music); World War, 1914-1918;",http://id.loc.gov/authorities/names/n88159825; http://id.loc.gov/authorities/subjects/sh85011499; https://id.loc.gov/authorities/subjects/sh85148236;,questionnaires; cards (information artifacts); photographs; letters (correspondence); newspaper clippings; booklets;,https://www.geonames.org/2988507/,48.85341,2.3488,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8195,8195
Julia Scott Vrooman,Mayen (Germany),wwi_service_records_b4_f632,"Vrooman, Julia Scott",Julia Scott Vrooman file,"File documenting the participation of Julia Scott Vrooman in World War I. Vrooman joined the entertainment division of the Y.M.C.A. on August 23, 1918. She was sent overseas with her husband upon entering the service and was stationed in Paris, France. She organized the jazz band for the Y.M.C.A. After the armistice was signed, she was stationed in Mayen, Germany. She returned to the States on September 12, 1919, and was released from service the same day. File includes a survey, Vrooman's service record card, photos, a letter, newspaper clippings, and a booklet she wrote.",YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Vrooman, Julia Scott; Bands (Music); World War, 1914-1918;",http://id.loc.gov/authorities/names/n88159825; http://id.loc.gov/authorities/subjects/sh85011499; https://id.loc.gov/authorities/subjects/sh85148236;,,https://www.geonames.org/2872649/,50.32797,7.22277,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8195,8195
Frederica Wagner,Camp Lee (Va.),wwi_service_records_b4_f633,"Wagner, Frederica",Frederica Wagner file,"File documenting the participation of Frederica Wagner in World War I. Wagner enlisted on July 1, 1918, and served in the Army Nurse Corps at Camp Lee, Virginia. She was released from service on July 31, 1919. File includes a survey, Wagner's service record card, her signature card, photo, and a letter.",United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Wagner, Frederica; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); photographs; letters (correspondence);,https://www.geonames.org/4750658/,37.54681,-77.4505,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7944,7944
Flavia Williams,Irkutsk (Russia),wwi_service_records_b4_f661,"Williams, Flavia",Flavia Williams file,"File documenting the participation of Flavia Williams in World War I. Williams entered the service on May 1, 1919, and was a nurse's aide in the Red Cross. She sailed to Siberia on May 10, 1919. She was stationed at Irkutsk, Siberia, and then transferred to Verkhne-Udinsk, Siberia, (renamed Ulan-Ude in 1934) on September 5, 1919. She returned to Irkutsk on October 25, 1919. Williams left for the States on February 5, 1920, and was discharged on February 20, 1920. File includes a survey, William's service record card, a receipt for mailing an insured package, letters, a note from William's mother documenting letters she has received from her, and a newspaper clipping. Description supplemented by information from Fold3.",American National Red Cross,https://id.loc.gov/authorities/names/n79096723,"Williams, Flavia; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); receipts (financial records); letters (correspondence); newspaper clippings;,https://www.geonames.org/2023469/,52.29778,104.2964,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7869,7869
Flavia Williams,Ulan-Ude (Russia),wwi_service_records_b4_f661,"Williams, Flavia",Flavia Williams file,"File documenting the participation of Flavia Williams in World War I. Williams entered the service on May 1, 1919, and was a nurse's aide in the Red Cross. She sailed to Siberia on May 10, 1919. She was stationed at Irkutsk, Siberia, and then transferred to Verkhne-Udinsk, Siberia, (renamed Ulan-Ude in 1934) on September 5, 1919. She returned to Irkutsk on October 25, 1919. Williams left for the States on February 5, 1920, and was discharged on February 20, 1920. File includes a survey, William's service record card, a receipt for mailing an insured package, letters, a note from William's mother documenting letters she has received from her, and a newspaper clipping. Description supplemented by information from Fold3.",American National Red Cross,https://id.loc.gov/authorities/names/n79096723,"Williams, Flavia; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2014407/,51.82721,107.6063,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7869,7869
Marion Wright,France,wwi_service_records_b4_f669,"Wright, Marion",Marion Wright file,File includes newspaper clippings documenting the participation of Marion Wright in World War I. Wright volunteered for the Y.M.C.A. in 1917 and was sent overseas in early 1918. She played a violin in a quartet that travelled to camps across France.,YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Wright, Marion; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/3017382/,46,2,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8257,8257
